dn_id,invoice_id,customer_id,delivery_date,delivery_method,dn_return_date,status_dn,customer_name,customer_type,region,alamat,payment_terms,customer_status
DN240276,009776,RSS080,2024-10-08,Third-Party Courier,2024-10-18,Received,RS Puspita,RS Swasta,Bekasi,"Jl. Kutisari Selatan No. 946, Bukittinggi, SB 78470",NET 30,Active
DN240277,009777,RSS051,2024-07-18,Internal,,Pending,RS Yuliarti,RS Swasta,Jakarta Barat,"Gg. Sadang Serang No. 53, Banjarmasin, DI Yogyakarta 54419",NET 30,Active
DN240278,009778,RSS046,2024-12-06,Internal,2024-12-08,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240279,009779,RSS046,2024-12-05,Internal,2024-12-24,Late,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240280,009780,RSS018,2024-08-28,Third-Party Courier,2024-09-07,Received,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240281,009781,RSS018,2024-09-01,Third-Party Courier,,Pending,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240282,009782,RSP021,2024-11-27,Third-Party Courier,2024-12-04,Received,RSUD Purwanti,RS Pemerintah,Jakarta Barat,"Gg. Ahmad Dahlan No. 6, Tebingtinggi, BB 04736",NET 45,Active
DN240283,009783,RSP021,2024-11-26,Internal,2024-12-06,Received,RSUD Purwanti,RS Pemerintah,Jakarta Barat,"Gg. Ahmad Dahlan No. 6, Tebingtinggi, BB 04736",NET 45,Active
DN240284,009784,RSS058,2024-05-12,Third-Party Courier,,Pending,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240285,009785,RSS056,2024-12-23,Internal,2024-12-28,Received,RS Manullang,RS Swasta,Bekasi,"Gg. Otto Iskandardinata No. 548, Ambon, Kalimantan Timur 55480",NET 30,Active
DN240286,009786,RSP039,2024-02-12,Third-Party Courier,2024-03-18,Late,RSUD Mandasari,RS Pemerintah,Bogor,"Gang Jend. A. Yani No. 20, Serang, Aceh 89847",NET 45,Active
DN240287,009787,RSS083,2024-03-06,Third-Party Courier,2024-03-15,Received,RS Zulkarnain,RS Swasta,Depok,"Gang Suryakencana No. 42, Kota Administrasi Jakarta Pusat, MU 68123",NET 30,Active
DN240288,009788,RSS071,2024-11-02,Internal,2024-11-06,Received,RS Rahayu,RS Swasta,Jakarta Timur,"Gang Pasteur No. 4, Manado, Kalimantan Selatan 23096",NET 30,Active
DN240289,009789,RSP026,2024-03-13,Internal,2024-03-21,Received,RSUD Purwanti,RS Pemerintah,Bogor,"Jl. Rawamangun No. 87, Kota Administrasi Jakarta Pusat, Papua Barat 40960",NET 45,Active
DN240290,009790,RSS050,2024-07-09,Third-Party Courier,2024-07-12,Received,RS Kusmawati,RS Swasta,Bogor,"Jalan Ahmad Yani No. 8, Sukabumi, Sulawesi Selatan 16774",NET 30,Active
DN240291,009791,RSS050,2024-07-08,Internal,2024-07-11,Received,RS Kusmawati,RS Swasta,Bogor,"Jalan Ahmad Yani No. 8, Sukabumi, Sulawesi Selatan 16774",NET 30,Active
DN240292,009792,RSS040,2024-06-10,Internal,2024-06-20,Received,RS Permata,RS Swasta,Bekasi,"Jl. Dipatiukur No. 549, Kota Administrasi Jakarta Selatan, NB 24286",NET 30,Active
DN240293,009793,RSS018,2024-01-25,Internal,2024-02-02,Received,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240294,009794,RSS018,2024-01-25,Third-Party Courier,2024-01-29,Received,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240295,009795,RSS033,2024-12-20,Internal,,Pending,RS Wijayanti,RS Swasta,Jakarta Utara,"Jalan Jend. Sudirman No. 16, Kotamobagu, Papua Barat 11606",NET 30,Active
DN240296,009796,RSS033,2024-12-20,Internal,2025-01-24,Late,RS Wijayanti,RS Swasta,Jakarta Utara,"Jalan Jend. Sudirman No. 16, Kotamobagu, Papua Barat 11606",NET 30,Active
DN240297,009797,RSS046,2024-08-21,Third-Party Courier,2024-08-31,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240298,009798,RSS046,2024-08-20,Internal,2024-08-28,Received,RS Widiastuti,RS Swasta,Jakarta Utara,"Gang Kutai No. 31, Tarakan, Kalimantan Utara 15527",NET 30,Active
DN240299,009799,KLN014,2024-11-13,Internal,2024-11-15,Received,Klinik Sitompul,Klinik,Jakarta Utara,"Gang H.J Maemunah No. 03, Kotamobagu, KS 13013",NET 30,Active
DN240300,009800,KLN014,2024-11-12,Internal,2024-11-17,Received,Klinik Sitompul,Klinik,Jakarta Utara,"Gang H.J Maemunah No. 03, Kotamobagu, KS 13013",NET 30,Active
DN240301,009801,RSS011,2024-04-19,Internal,2024-04-21,Received,RS Halim,RS Swasta,Jakarta Timur,"Jalan S. Parman No. 40, Binjai, DI Yogyakarta 18640",NET 30,Active
DN240302,009802,RSS011,2024-04-17,Internal,2024-04-19,Received,RS Halim,RS Swasta,Jakarta Timur,"Jalan S. Parman No. 40, Binjai, DI Yogyakarta 18640",NET 30,Active
DN240303,009803,RSS053,2024-10-15,Internal,2024-11-07,Late,RS Mahendra,RS Swasta,Jakarta Barat,"Gg. Peta No. 6, Kota Administrasi Jakarta Selatan, Kalimantan Barat 09600",NET 30,Active
DN240304,009804,KLN052,2024-08-28,Internal,2024-09-01,Received,Klinik Sihotang,Klinik,Jakarta Barat,"Gang Kapten Muslihat No. 199, Ternate, ST 41261",NET 30,Active
DN240305,009805,KLN023,2024-03-07,Internal,2024-03-11,Received,Klinik Wijayanti,Klinik,Jakarta Selatan,"Jalan Ronggowarsito No. 7, Sawahlunto, SN 92602",NET 30,Active
DN240306,009806,KLN023,2024-03-06,Internal,2024-04-07,Late,Klinik Wijayanti,Klinik,Jakarta Selatan,"Jalan Ronggowarsito No. 7, Sawahlunto, SN 92602",NET 30,Active
DN240307,009807,RSP024,2024-11-19,Internal,2024-11-28,Received,RSUD Yuniar,RS Pemerintah,Bekasi,"Jl. Wonoayu No. 5, Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 20154",NET 45,Active
DN240308,009808,RSP024,2024-11-18,Third-Party Courier,2024-11-28,Received,RSUD Yuniar,RS Pemerintah,Bekasi,"Jl. Wonoayu No. 5, Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 20154",NET 45,Active
DN240309,009809,RSS058,2024-04-19,Internal,2024-05-13,Late,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240310,009810,RSS058,2024-04-21,Internal,2024-04-28,Received,RS Astuti,RS Swasta,Jakarta Barat,"Gang PHH. Mustofa No. 40, Palembang, Sumatera Selatan 46313",NET 30,Active
DN240311,009811,RSS014,2024-01-22,Internal,2024-01-27,Received,RS Dabukke,RS Swasta,Bogor,"Jl. Lembong No. 7, Pematangsiantar, Kalimantan Selatan 71602",NET 30,Active
DN240312,009812,KLN023,2024-12-27,Third-Party Courier,2025-01-28,Late,Klinik Wijayanti,Klinik,Jakarta Selatan,"Jalan Ronggowarsito No. 7, Sawahlunto, SN 92602",NET 30,Active
DN240313,009813,KLN038,2024-08-09,Third-Party Courier,2024-08-15,Received,Klinik Hutasoit,Klinik,Jakarta Timur,"Gang Sukabumi No. 25, Bau-Bau, BA 94114",NET 30,Active
DN240314,009814,KLN071,2024-04-11,Internal,2024-04-13,Received,Klinik Rahimah,Klinik,Tangerang,"Gang Medokan Ayu No. 4, Palu, KU 20673",NET 30,Active
DN240315,009815,KLN071,2024-04-10,Third-Party Courier,2024-04-17,Received,Klinik Rahimah,Klinik,Tangerang,"Gang Medokan Ayu No. 4, Palu, KU 20673",NET 30,Active
DN240316,009816,RSS015,2024-12-14,Third-Party Courier,2024-12-16,Received,RS Nababan,RS Swasta,Jakarta Pusat,"Jalan Jakarta No. 6, Surabaya, JT 50243",NET 30,Active
DN240317,009817,KLN073,2024-09-25,Internal,2024-10-05,Received,Klinik Maryati,Klinik,Jakarta Barat,"Jl. M.H Thamrin No. 7, Kota Administrasi Jakarta Barat, ST 47314",NET 30,Active
DN240318,009818,KLN025,2024-03-29,Third-Party Courier,2024-04-04,Received,Klinik Wibisono,Klinik,Jakarta Pusat,"Jalan M.H Thamrin No. 84, Payakumbuh, MA 81856",NET 30,Active
DN240319,009819,RSS069,2024-04-23,Third-Party Courier,2024-05-26,Late,RS Samosir,RS Swasta,Depok,"Gg. Abdul Muis No. 4, Parepare, Jawa Timur 95654",NET 30,Active
DN240320,009820,RSS069,2024-04-22,Internal,,Pending,RS Samosir,RS Swasta,Depok,"Gg. Abdul Muis No. 4, Parepare, Jawa Timur 95654",NET 30,Active
DN240321,009821,KLN065,2024-07-18,Internal,2024-07-27,Received,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240322,009822,KLN065,2024-07-20,Third-Party Courier,2024-07-23,Received,Klinik Safitri,Klinik,Jakarta Selatan,"Jl. Yos Sudarso No. 2, Pekanbaru, KR 36958",NET 30,Active
DN240323,009823,RSP011,2024-04-19,Third-Party Courier,,Pending,RSUD Simanjuntak,RS Pemerintah,Jakarta Selatan,"Jl. Jend. Sudirman No. 34, Dumai, SN 45373",NET 45,Active
DN240324,009824,RSP011,2024-04-19,Internal,2024-04-28,Received,RSUD Simanjuntak,RS Pemerintah,Jakarta Selatan,"Jl. Jend. Sudirman No. 34, Dumai, SN 45373",NET 45,Active
DN240325,009825,RSS056,2024-11-13,Third-Party Courier,2024-12-26,Late,RS Manullang,RS Swasta,Bekasi,"Gg. Otto Iskandardinata No. 548, Ambon, Kalimantan Timur 55480",NET 30,Active
DN240326,009826,RSS056,2024-11-14,Third-Party Courier,,Pending,RS Manullang,RS Swasta,Bekasi,"Gg. Otto Iskandardinata No. 548, Ambon, Kalimantan Timur 55480",NET 30,Active
DN240327,009827,RSS041,2024-09-03,Internal,2024-09-08,Received,RS Wibisono,RS Swasta,Jakarta Barat,"Jl. Jakarta No. 062, Surakarta, Bengkulu 58958",NET 30,Active
DN240328,009828,RSS041,2024-09-05,Internal,2024-09-13,Received,RS Wibisono,RS Swasta,Jakarta Barat,"Jl. Jakarta No. 062, Surakarta, Bengkulu 58958",NET 30,Active
DN240329,009829,RSP052,2024-10-22,Internal,2024-10-31,Received,RSUD Wahyuni,RS Pemerintah,Jakarta Timur,"Gg. Gedebage Selatan No. 12, Malang, KU 48302",NET 45,Active
DN240330,009830,RSS018,2024-04-05,Third-Party Courier,,Pending,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240331,009831,RSS024,2024-03-14,Internal,2024-03-20,Received,RS Tampubolon,RS Swasta,Jakarta Pusat,"Jl. Monginsidi No. 04, Bekasi, Sulawesi Barat 05515",NET 30,Active
DN240332,009832,RSP029,2024-10-15,Internal,2024-10-22,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240333,009833,RSP029,2024-10-15,Internal,2024-10-24,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240334,009834,RSS045,2024-12-06,Third-Party Courier,2024-12-15,Received,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240335,009835,RSP015,2024-07-17,Third-Party Courier,,Pending,RSUD Prakasa,RS Pemerintah,Tangerang,"Jl. Ciumbuleuit No. 82, Tomohon, SU 79733",NET 45,Active
DN240336,009836,RSP015,2024-07-18,Third-Party Courier,2024-07-23,Received,RSUD Prakasa,RS Pemerintah,Tangerang,"Jl. Ciumbuleuit No. 82, Tomohon, SU 79733",NET 45,Active
DN240337,009837,RSP027,2024-08-31,Internal,2024-09-09,Received,RSUD Pangestu,RS Pemerintah,Jakarta Timur,"Gang Jayawijaya No. 28, Tebingtinggi, Maluku 87793",NET 45,Active
DN240338,009838,RSP041,2024-10-25,Internal,,Pending,RSUD Prakasa,RS Pemerintah,Jakarta Barat,"Jalan Gardujati No. 06, Cimahi, AC 32340",NET 45,Active
DN240339,009839,RSS045,2024-06-01,Third-Party Courier,2024-07-01,Late,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240340,009840,RSS045,2024-06-02,Third-Party Courier,2024-06-25,Late,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240341,009841,KLN016,2024-09-13,Internal,2024-09-22,Received,Klinik Wasita,Klinik,Jakarta Selatan,"Gang Sukajadi No. 69, Palopo, Nusa Tenggara Barat 36878",NET 30,Active
DN240342,009842,KLN007,2024-06-07,Third-Party Courier,,Pending,Klinik Permadi,Klinik,Depok,"Jl. Pasteur No. 1, Bandar Lampung, NT 00784",NET 30,Active
DN240343,009843,RSS027,2024-10-04,Internal,2024-10-08,Received,RS Maryati,RS Swasta,Jakarta Selatan,"Gg. Cempaka No. 9, Kupang, NB 37061",NET 30,Active
DN240344,009844,RSS027,2024-10-01,Internal,2024-10-08,Received,RS Maryati,RS Swasta,Jakarta Selatan,"Gg. Cempaka No. 9, Kupang, NB 37061",NET 30,Active
DN240345,009845,KLN068,2024-11-14,Internal,2024-12-15,Late,Klinik Safitri,Klinik,Jakarta Utara,"Gg. Pasteur No. 77, Denpasar, Sumatera Selatan 83826",NET 30,Active
DN240346,009846,KLN068,2024-11-15,Internal,,Pending,Klinik Safitri,Klinik,Jakarta Utara,"Gg. Pasteur No. 77, Denpasar, Sumatera Selatan 83826",NET 30,Active
DN240347,009847,RSS018,2024-07-21,Third-Party Courier,2024-07-24,Received,RS Ardianto,RS Swasta,Depok,"Gg. Jakarta No. 7, Kota Administrasi Jakarta Pusat, SB 99970",NET 30,Active
DN240348,009848,RSS042,2024-08-15,Third-Party Courier,2024-08-22,Received,RS Melani,RS Swasta,Bekasi,"Jalan Rawamangun No. 63, Kota Administrasi Jakarta Pusat, Maluku 89452",NET 30,Active
DN240349,009849,RSS042,2024-08-17,Third-Party Courier,2024-09-04,Late,RS Melani,RS Swasta,Bekasi,"Jalan Rawamangun No. 63, Kota Administrasi Jakarta Pusat, Maluku 89452",NET 30,Active
DN240350,009850,RSS063,2024-10-06,Third-Party Courier,2024-10-08,Received,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240351,009851,RSS063,2024-10-05,Third-Party Courier,2024-10-08,Received,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240352,009852,KLN007,2024-11-22,Internal,2024-12-01,Received,Klinik Permadi,Klinik,Depok,"Jl. Pasteur No. 1, Bandar Lampung, NT 00784",NET 30,Active
DN240353,009853,RSP029,2024-01-13,Internal,2024-01-15,Received,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240354,009854,RSP029,2024-01-10,Third-Party Courier,2024-01-30,Late,RSUD Habibi,RS Pemerintah,Jakarta Barat,"Jalan M.H Thamrin No. 631, Jayapura, Kepulauan Riau 70362",NET 45,Active
DN240355,009855,RSS067,2024-08-23,Third-Party Courier,2024-08-30,Received,RS Simbolon,RS Swasta,Tangerang,"Gg. Siliwangi No. 920, Lubuklinggau, Nusa Tenggara Timur 55686",NET 30,Active
DN240356,009856,RSS067,2024-08-24,Third-Party Courier,2024-08-29,Received,RS Simbolon,RS Swasta,Tangerang,"Gg. Siliwangi No. 920, Lubuklinggau, Nusa Tenggara Timur 55686",NET 30,Active
DN240357,009857,KLN050,2024-10-26,Internal,2024-11-04,Received,Klinik Firgantoro,Klinik,Jakarta Utara,"Jalan Ahmad Yani No. 92, Subulussalam, ST 49431",NET 30,Active
DN240358,009858,KLN050,2024-10-28,Internal,2024-10-31,Received,Klinik Firgantoro,Klinik,Jakarta Utara,"Jalan Ahmad Yani No. 92, Subulussalam, ST 49431",NET 30,Active
DN240359,009859,RSS040,2024-11-21,Third-Party Courier,2024-11-27,Received,RS Permata,RS Swasta,Bekasi,"Jl. Dipatiukur No. 549, Kota Administrasi Jakarta Selatan, NB 24286",NET 30,Active
DN240360,009860,RSS040,2024-11-18,Third-Party Courier,,Pending,RS Permata,RS Swasta,Bekasi,"Jl. Dipatiukur No. 549, Kota Administrasi Jakarta Selatan, NB 24286",NET 30,Active
DN240361,009861,KLN012,2024-11-27,Third-Party Courier,2024-12-04,Received,Klinik Prabowo,Klinik,Bogor,"Jl. Cikutra Barat No. 311, Jambi, JI 00095",NET 30,Active
DN240362,009862,KLN012,2024-11-27,Third-Party Courier,2024-12-06,Received,Klinik Prabowo,Klinik,Bogor,"Jl. Cikutra Barat No. 311, Jambi, JI 00095",NET 30,Active
DN240363,009863,RSP038,2024-10-29,Third-Party Courier,,Pending,RSUD Riyanti,RS Pemerintah,Depok,"Gg. Otto Iskandardinata No. 74, Singkawang, NT 82483",NET 45,Active
DN240364,009864,RSP038,2024-10-28,Internal,2024-11-01,Received,RSUD Riyanti,RS Pemerintah,Depok,"Gg. Otto Iskandardinata No. 74, Singkawang, NT 82483",NET 45,Active
DN240365,009865,RSP033,2024-11-26,Third-Party Courier,2024-12-19,Late,RSUD Mandala,RS Pemerintah,Tangerang,"Gg. Gardujati No. 23, Kota Administrasi Jakarta Selatan, Sulawesi Barat 72803",NET 45,Active
DN240366,009866,RSS031,2024-10-24,Third-Party Courier,2024-10-27,Received,RS Pranowo,RS Swasta,Jakarta Selatan,"Jalan Moch. Ramdan No. 214, Tanjungbalai, KU 44727",NET 30,Active
DN240367,009867,KLN067,2024-08-23,Internal,2024-08-31,Received,Klinik Damanik,Klinik,Jakarta Barat,"Jl. Sentot Alibasa No. 1, Banda Aceh, Bengkulu 51703",NET 30,Active
DN240368,009868,KLN067,2024-08-23,Internal,2024-09-02,Received,Klinik Damanik,Klinik,Jakarta Barat,"Jl. Sentot Alibasa No. 1, Banda Aceh, Bengkulu 51703",NET 30,Active
DN240369,009869,KLN013,2024-10-22,Third-Party Courier,2024-10-24,Received,Klinik Sihotang,Klinik,Bekasi,"Gang Kapten Muslihat No. 87, Ambon, SR 74346",NET 30,Active
DN240370,009870,RSP052,2024-07-10,Internal,,Pending,RSUD Wahyuni,RS Pemerintah,Jakarta Timur,"Gg. Gedebage Selatan No. 12, Malang, KU 48302",NET 45,Active
DN240371,009871,RSP052,2024-07-10,Internal,2024-07-16,Received,RSUD Wahyuni,RS Pemerintah,Jakarta Timur,"Gg. Gedebage Selatan No. 12, Malang, KU 48302",NET 45,Active
DN240372,009872,KLN012,2024-08-20,Third-Party Courier,2024-08-25,Received,Klinik Prabowo,Klinik,Bogor,"Jl. Cikutra Barat No. 311, Jambi, JI 00095",NET 30,Active
DN240373,009873,KLN012,2024-08-24,Third-Party Courier,,Pending,Klinik Prabowo,Klinik,Bogor,"Jl. Cikutra Barat No. 311, Jambi, JI 00095",NET 30,Active
DN240374,009874,RSP023,2024-06-28,Third-Party Courier,2024-07-05,Received,RSUD Uyainah,RS Pemerintah,Bogor,"Jalan Bangka Raya No. 70, Bau-Bau, JI 74778",NET 45,Active
DN240375,009875,RSP005,2024-09-08,Third-Party Courier,2024-09-12,Received,RSUD Pertiwi,RS Pemerintah,Depok,"Jl. Jend. Sudirman No. 40, Cimahi, KB 37680",NET 45,Active
DN240376,009876,KLN017,2025-01-04,Third-Party Courier,2025-01-11,Received,Klinik Astuti,Klinik,Bekasi,"Gang Tubagus Ismail No. 7, Mataram, Maluku Utara 58420",NET 30,Active
DN240377,009877,KLN017,2024-12-31,Third-Party Courier,2025-01-09,Received,Klinik Astuti,Klinik,Bekasi,"Gang Tubagus Ismail No. 7, Mataram, Maluku Utara 58420",NET 30,Active
DN240378,009878,KLN026,2024-03-19,Third-Party Courier,2024-04-30,Late,Klinik Hardiansyah,Klinik,Tangerang,"Gg. Jend. A. Yani No. 3, Surakarta, KB 61820",NET 30,Active
DN240379,009879,KLN003,2024-06-26,Third-Party Courier,2024-07-27,Late,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240380,009880,KLN003,2024-06-23,Third-Party Courier,2024-07-02,Received,Klinik Wasita,Klinik,Bekasi,"Jalan Abdul Muis No. 1, Sawahlunto, NB 33992",NET 30,Active
DN240381,009881,RSS044,2024-06-14,Internal,2024-06-23,Received,RS Permata,RS Swasta,Jakarta Selatan,"Jalan Peta No. 772, Kota Administrasi Jakarta Pusat, AC 05451",NET 30,Active
DN240382,009882,RSP036,2024-10-16,Third-Party Courier,2024-10-23,Received,RSUD Wulandari,RS Pemerintah,Depok,"Jl. S. Parman No. 3, Tanjungpinang, KR 86766",NET 45,Active
DN240383,009883,RSP036,2024-10-16,Third-Party Courier,2024-10-20,Received,RSUD Wulandari,RS Pemerintah,Depok,"Jl. S. Parman No. 3, Tanjungpinang, KR 86766",NET 45,Active
DN240384,009884,RSS045,2024-07-16,Internal,2024-07-25,Received,RS Waluyo,RS Swasta,Depok,"Jl. Moch. Toha No. 4, Sorong, YO 08961",NET 30,Active
DN240385,009885,KLN054,2024-03-05,Third-Party Courier,2024-03-14,Received,Klinik Yulianti,Klinik,Bekasi,"Gang Cihampelas No. 7, Banjar, KR 41340",NET 30,Active
DN240386,009886,KLN031,2024-10-21,Internal,2024-10-27,Received,Klinik Wahyuni,Klinik,Bekasi,"Gg. Ir. H. Djuanda No. 273, Tasikmalaya, Nusa Tenggara Barat 06907",NET 30,Active
DN240387,009887,KLN013,2024-07-06,Third-Party Courier,2024-08-08,Late,Klinik Sihotang,Klinik,Bekasi,"Gang Kapten Muslihat No. 87, Ambon, SR 74346",NET 30,Active
DN240388,009888,KLN037,2024-05-20,Internal,2024-05-30,Received,Klinik Ramadan,Klinik,Jakarta Utara,"Jalan Cikutra Barat No. 69, Batu, BT 78774",NET 30,Active
DN240389,009889,RSS009,2024-11-11,Third-Party Courier,2024-12-16,Late,RS Utama,RS Swasta,Jakarta Timur,"Jalan Rawamangun No. 6, Pekalongan, GO 10533",NET 30,Active
DN240390,009890,RSS028,2024-04-01,Internal,2024-04-04,Received,RS Firgantoro,RS Swasta,Jakarta Selatan,"Jl. Cihampelas No. 4, Sungai Penuh, SU 58347",NET 30,Active
DN240391,009891,RSS028,2024-03-30,Internal,2024-04-01,Received,RS Firgantoro,RS Swasta,Jakarta Selatan,"Jl. Cihampelas No. 4, Sungai Penuh, SU 58347",NET 30,Active
DN240392,009892,RSP041,2024-01-11,Internal,2024-01-14,Received,RSUD Prakasa,RS Pemerintah,Jakarta Barat,"Jalan Gardujati No. 06, Cimahi, AC 32340",NET 45,Active
DN240393,009893,RSP002,2024-02-24,Third-Party Courier,2024-03-02,Received,RSUD Maheswara,RS Pemerintah,Depok,"Jl. Pelajar Pejuang No. 48, Bandung, DKI Jakarta 56117",NET 45,Active
DN240394,009894,RSP008,2024-07-15,Internal,2024-07-21,Received,RSUD Hakim,RS Pemerintah,Jakarta Barat,"Gang K.H. Wahid Hasyim No. 8, Banda Aceh, Jawa Timur 33834",NET 45,Active
DN240395,009895,RSP008,2024-07-16,Internal,2024-07-21,Received,RSUD Hakim,RS Pemerintah,Jakarta Barat,"Gang K.H. Wahid Hasyim No. 8, Banda Aceh, Jawa Timur 33834",NET 45,Active
DN240396,009896,KLN055,2024-02-09,Third-Party Courier,2024-02-12,Received,Klinik Fujiati,Klinik,Bekasi,"Gg. KH Amin Jasuta No. 19, Palembang, NB 00845",NET 30,Active
DN240397,009897,RSP004,2024-04-01,Third-Party Courier,2024-04-09,Received,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240398,009898,RSP004,2024-03-29,Internal,2024-04-02,Received,RSUD Handayani,RS Pemerintah,Depok,"Gg. W.R. Supratman No. 24, Singkawang, JK 70185",NET 45,Active
DN240399,009899,KLN022,2024-04-06,Third-Party Courier,2024-04-16,Received,Klinik Pratama,Klinik,Depok,"Gang Jend. Sudirman No. 9, Bau-Bau, SB 13344",NET 30,Active
DN240400,009900,RSP005,2024-06-26,Internal,2024-07-02,Received,RSUD Pertiwi,RS Pemerintah,Depok,"Jl. Jend. Sudirman No. 40, Cimahi, KB 37680",NET 45,Active
DN240401,009901,KLN042,2024-12-30,Internal,2025-01-01,Received,Klinik Puspita,Klinik,Jakarta Timur,"Gang K.H. Wahid Hasyim No. 8, Bukittinggi, Bengkulu 40693",NET 30,Active
DN240402,009902,KLN059,2024-07-23,Internal,,Pending,Klinik Wahyudin,Klinik,Jakarta Timur,"Gang Siliwangi No. 97, Pekalongan, DKI Jakarta 67319",NET 30,Active
DN240403,009903,RSP053,2024-05-10,Internal,,Pending,RSUD Simbolon,RS Pemerintah,Jakarta Utara,"Jalan Indragiri No. 826, Kupang, BA 42657",NET 45,Active
DN240404,009904,RSP011,2024-06-14,Internal,2024-06-23,Received,RSUD Simanjuntak,RS Pemerintah,Jakarta Selatan,"Jl. Jend. Sudirman No. 34, Dumai, SN 45373",NET 45,Active
DN240405,009905,RSS039,2024-11-24,Third-Party Courier,2024-12-02,Received,RS Uyainah,RS Swasta,Bekasi,"Jalan Wonoayu No. 5, Probolinggo, Sulawesi Selatan 53015",NET 30,Active
DN240406,009906,RSS065,2024-04-21,Internal,,Pending,RS Wibowo,RS Swasta,Depok,"Jalan Sukabumi No. 45, Purwokerto, SU 53187",NET 30,Active
DN240407,009907,RSP046,2024-12-29,Third-Party Courier,2025-01-04,Received,RSUD Kusmawati,RS Pemerintah,Depok,"Jl. Jakarta No. 898, Prabumulih, GO 95803",NET 45,Active
DN240408,009908,RSP030,2024-08-12,Internal,2024-08-17,Received,RSUD Wijayanti,RS Pemerintah,Bekasi,"Gg. Jamika No. 4, Manado, Nusa Tenggara Timur 29464",NET 45,Active
DN240409,009909,RSP030,2024-08-12,Internal,2024-08-14,Received,RSUD Wijayanti,RS Pemerintah,Bekasi,"Gg. Jamika No. 4, Manado, Nusa Tenggara Timur 29464",NET 45,Active
DN240410,009910,RSS040,2024-05-14,Third-Party Courier,2024-06-23,Late,RS Permata,RS Swasta,Bekasi,"Jl. Dipatiukur No. 549, Kota Administrasi Jakarta Selatan, NB 24286",NET 30,Active
DN240411,009911,RSS063,2024-07-06,Third-Party Courier,2024-08-05,Late,RS Nasyidah,RS Swasta,Depok,"Jl. Ir. H. Djuanda No. 23, Surabaya, SR 97365",NET 30,Active
DN240412,009912,RSS034,2024-09-14,Internal,2024-09-22,Received,RS Namaga,RS Swasta,Depok,"Gg. Suniaraja No. 5, Bima, ST 29799",NET 30,Active
DN240413,009913,RSS034,2024-09-15,Third-Party Courier,2024-09-23,Received,RS Namaga,RS Swasta,Depok,"Gg. Suniaraja No. 5, Bima, ST 29799",NET 30,Active
